customer_id,customer_name,email,phone,plan_id,plan_name,plan_price,meals_per_day,signup_date,is_active,loyalty_tier,loyalty_points,lifetime_loyalty_points,rfm_segment,recency_score,frequency_score,monetary_score,total_orders,total_spend,last_order_date,days_since_last_order,customer_lifespan_days
CUST-00823,Brenda Perkins,evanselizabeth@example.org,377.597.2479x25422,PLAN-BM,Basic Monthly,49.99,1,2025-07-28,True,GOLD,2058,2392,NEW_CUSTOMER,5,1,1,13,240.3,2026-01-30,53,238
CUST-00831,Michelle Gomez,armstrongjeremy@example.org,546.517.6231,PLAN-PM,Premium Monthly,89.99,2,2025-07-31,True,GOLD,3403,4226,NEW_CUSTOMER,5,2,4,14,423.62,2026-01-28,55,240
CUST-00837,Alexis Yates,thomasjones@example.net,(904)276-1437x88443,PLAN-PM,Premium Monthly,89.99,2,2025-08-08,True,GOLD,1519,3009,CHURNED,2,1,1,11,301.74,2026-01-13,70,197
CUST-00858,Thomas Hamilton,david48@example.org,5843931539,PLAN-BM,Basic Monthly,49.99,1,2025-09-05,True,GOLD,1515,2702,CHURNED,1,1,1,13,271.23,2025-12-12,102,179
CUST-00888,Clarence Johnston,haley01@example.com,+1-433-228-4423x471,PLAN-BM,Basic Monthly,49.99,1,2025-06-11,True,PLATINUM,5308,6345,LOYAL,3,5,5,25,636.38,2026-01-20,63,231
CUST-00915,Mary Atkinson,catherine70@example.org,001-550-767-5789x683,PLAN-PM,Premium Monthly,89.99,2,2025-07-29,True,PLATINUM,5262,6257,CHAMPION,5,5,5,23,627.38,2026-01-30,53,229
CUST-00939,Taylor Nicholson,dorothy85@example.org,+1-373-656-1526x655,PLAN-PM,Premium Monthly,89.99,2,2025-10-15,True,GOLD,3757,4023,LOYAL,4,4,3,17,403.67,2026-01-26,57,206
CUST-01053,Nicholas Munoz,dustinmorris@example.com,674-919-2581,PLAN-BM,Basic Monthly,49.99,1,2025-09-12,True,GOLD,2842,3308,CHURNED,1,1,2,12,331.7,2026-01-07,76,215
CUST-01118,Vanessa Schultz,scotttiffany@example.net,001-773-241-8559,PLAN-BM,Basic Monthly,49.99,1,2025-08-25,True,GOLD,3471,4401,CHAMPION,5,4,4,19,441.59,2026-01-31,52,239
CUST-01146,Lynn Duran,scottmichael@example.com,(780)753-7642,PLAN-CM,Corporate Monthly,149.99,3,2025-06-23,True,PLATINUM,4394,5529,LOYAL,3,5,5,21,554.5,2026-01-19,64,224
CUST-01147,Scott Bean,bstephens@example.net,(903)292-2131,PLAN-CM,Corporate Monthly,149.99,3,2025-11-19,True,GOLD,3080,3394,POTENTIAL,4,3,2,16,340.69,2026-01-24,59,232
CUST-01157,Melissa Thompson,pluna@example.net,(977)424-4343x54978,PLAN-BM,Basic Monthly,49.99,1,2025-09-19,True,GOLD,2370,4211,AT_RISK,1,5,4,19,422.58,2026-01-07,76,194
CUST-01171,Anthony Lawson,wmason@example.net,+1-269-377-1433x6080,PLAN-PM,Premium Monthly,89.99,2,2025-08-06,True,PLATINUM,5429,5892,LOYAL,3,5,5,23,591.03,2026-01-21,62,232
CUST-01207,Carrie Barron,stevengreen@example.net,001-652-625-2964,PLAN-PM,Premium Monthly,89.99,2,2025-11-20,True,GOLD,3318,4920,AT_RISK,2,5,5,20,493.54,2026-01-15,68,225
CUST-01214,Terry Lin,williamsthomas@example.net,283.912.7365x48522,PLAN-BM,Basic Monthly,49.99,1,2025-09-18,True,GOLD,3020,4383,AT_RISK,1,4,4,17,439.57,2025-12-12,102,183
CUST-01246,Robert Thomas,emcdaniel@example.net,+1-264-717-0053x7186,PLAN-PM,Premium Monthly,89.99,2,2025-11-18,True,GOLD,4148,4714,CHAMPION,5,5,4,21,473.09,2026-01-29,54,238
CUST-01251,Nicholas Smith,hernandezelizabeth@example.net,923.692.0102x9759,PLAN-BM,Basic Monthly,49.99,1,2025-09-27,True,GOLD,2391,2530,CHURNED,1,1,1,10,253.74,2025-12-18,96,172
CUST-01255,Anthony Blanchard,wesley24@example.net,8575445099,PLAN-BM,Basic Monthly,49.99,1,2025-10-04,True,GOLD,3122,3609,POTENTIAL,5,3,2,16,362.16,2026-01-28,55,210
CUST-01304,Nancy Allen,morgan94@example.net,914-723-5528x3372,PLAN-BM,Basic Monthly,49.99,1,2025-09-04,True,GOLD,3262,4608,LOYAL,3,4,4,17,462.0,2026-01-20,63,217
CUST-01319,Rodney Gonzalez,xboyd@example.net,942.988.3903,PLAN-PPO,Pay-Per-Order,0.0,0,2025-07-15,True,GOLD,3930,3930,LOYAL,5,3,3,15,394.15,2026-01-30,53,239
CUST-01322,Luis Zamora,hallmatthew@example.com,(876)522-1559,PLAN-BM,Basic Monthly,49.99,1,2025-09-28,True,GOLD,2494,2955,AT_RISK,1,3,1,15,296.68,2025-12-15,99,129
CUST-01333,Ryan Perry,osmith@example.net,450-602-9573x80101,PLAN-PPO,Pay-Per-Order,0.0,0,2025-07-16,True,GOLD,3195,3195,POTENTIAL,5,3,2,15,320.7,2026-01-28,55,205
CUST-01334,Anna Weaver,angelica61@example.net,399-591-3650x5519,PLAN-PPO,Pay-Per-Order,0.0,0,2025-11-21,True,GOLD,4470,4470,LOYAL,3,3,4,15,448.07,2026-01-20,63,201
CUST-01341,Patricia King,ilarsen@example.net,897-714-0834,PLAN-PM,Premium Monthly,89.99,2,2025-12-19,True,GOLD,3100,3677,AT_RISK,2,4,2,18,369.17,2026-01-16,67,206
CUST-01389,Christopher Thomas,kathyberg@example.com,329-751-8525x576,PLAN-BM,Basic Monthly,49.99,1,2025-08-20,True,GOLD,2506,3204,CHURNED,1,1,2,11,321.22,2026-01-01,82,203
CUST-01399,Linda Davis,maureen20@example.org,(240)409-3339x6379,PLAN-PM,Premium Monthly,89.99,2,2025-11-17,True,GOLD,2364,3244,POTENTIAL,4,3,2,16,325.7,2026-01-24,59,237
CUST-01456,Brent Gutierrez,daniel10@example.net,(674)351-3636x59050,PLAN-BM,Basic Monthly,49.99,1,2025-10-10,True,GOLD,3998,3998,LOYAL,3,4,3,17,401.15,2026-01-21,62,223
CUST-01480,Kevin Johnson,dcampbell@example.org,(706)598-8264x86275,PLAN-CM,Corporate Monthly,149.99,3,2025-09-30,True,GOLD,1525,2538,CHURNED,1,1,1,12,254.79,2025-12-31,83,187
CUST-01566,Lori Allen,mgentry@example.org,(818)379-0650,PLAN-BM,Basic Monthly,49.99,1,2025-08-20,True,PLATINUM,4336,5318,LOYAL,3,5,5,22,533.45,2026-01-22,61,230
CUST-01600,David Perry,bonnie45@example.org,537.990.2940,PLAN-BM,Basic Monthly,49.99,1,2025-07-08,True,GOLD,3538,4175,NEW_CUSTOMER,4,2,3,15,418.63,2026-01-24,59,208
CUST-01609,Leah Burns,stewartpeter@example.com,793.616.4909,PLAN-PM,Premium Monthly,89.99,2,2025-11-27,True,PLATINUM,4593,5788,CHAMPION,5,5,5,22,580.46,2026-01-28,55,235
CUST-01645,Claire Yang,egonzalez@example.net,575-924-8135,PLAN-PPO,Pay-Per-Order,0.0,0,2025-12-20,True,GOLD,4545,4545,CHAMPION,5,5,4,20,456.1,2026-01-29,54,211
CUST-01656,Miguel Smith,alvarezsarah@example.net,3405256004,PLAN-PM,Premium Monthly,89.99,2,2025-06-26,True,GOLD,2940,3916,CHURNED,2,2,3,14,392.65,2026-01-18,65,217
CUST-01669,Jose Drake,riveradestiny@example.net,7812403340,PLAN-PM,Premium Monthly,89.99,2,2025-09-20,True,PLATINUM,3007,5192,AT_RISK,1,4,5,18,520.57,2025-12-28,86,189
CUST-01695,Nicholas Curry,whitenicholas@example.com,+1-693-663-1962x756,PLAN-PM,Premium Monthly,89.99,2,2025-11-28,True,GOLD,3370,3894,LOYAL,3,3,3,16,390.64,2026-01-22,61,232
CUST-01704,Nicole Burgess,amy05@example.net,6106886797,PLAN-BM,Basic Monthly,49.99,1,2025-11-23,True,GOLD,4233,4339,AT_RISK,1,3,4,16,435.13,2026-01-03,80,206
CUST-01724,James Kim,deborahsmith@example.com,450.400.4584x089,PLAN-CM,Corporate Monthly,149.99,3,2025-08-13,True,GOLD,1788,3038,NEW_CUSTOMER,4,1,1,12,304.76,2026-01-28,55,212
CUST-01747,Richard Clark,baileylambert@example.org,001-354-801-4938x475,PLAN-PM,Premium Monthly,89.99,2,2025-12-19,True,GOLD,1857,4228,LOYAL,3,3,4,17,424.08,2026-01-22,61,231
CUST-01765,Michael Morris,danielle74@example.com,934.235.9736,PLAN-BM,Basic Monthly,49.99,1,2025-12-28,True,PLATINUM,4589,6472,CHAMPION,4,5,5,23,648.91,2026-01-27,56,235
CUST-01768,Daniel Koch,keithsimmons@example.net,219-254-0627,PLAN-BM,Basic Monthly,49.99,1,2025-09-17,True,GOLD,2340,2629,NEW_CUSTOMER,5,1,1,11,263.76,2026-01-28,55,238
CUST-01773,Jordan Walker,hendersonerin@example.org,(592)513-5111,PLAN-BM,Basic Monthly,49.99,1,2025-07-16,True,PLATINUM,4490,5579,AT_RISK,1,5,5,21,559.45,2025-12-25,89,195
CUST-01774,Garrett Watson,thompsonjorge@example.net,984-512-3222x320,PLAN-PM,Premium Monthly,89.99,2,2025-06-11,True,GOLD,3304,4244,LOYAL,4,3,4,16,425.62,2026-01-24,59,210
CUST-01819,Mark Moreno Jr.,melanie15@example.org,978.262.6849,PLAN-CM,Corporate Monthly,149.99,3,2025-11-08,True,PLATINUM,4494,5390,CHAMPION,5,5,5,20,540.49,2026-01-29,54,216
CUST-01829,Edward Mitchell,melissafischer@example.net,200.946.0356,PLAN-PM,Premium Monthly,89.99,2,2025-09-02,True,GOLD,2557,3276,CHURNED,1,2,2,14,328.71,2025-12-31,83,182
CUST-01841,Lauren Jackson,oporter@example.net,851.986.2109x863,PLAN-BM,Basic Monthly,49.99,1,2025-06-20,True,GOLD,2599,4024,LOYAL,4,3,3,16,403.63,2026-01-27,56,230
CUST-01846,Jonathan Peters,seanthompson@example.net,001-753-971-2688x704,PLAN-CM,Corporate Monthly,149.99,3,2025-07-18,True,GOLD,2385,3935,AT_RISK,2,3,3,15,394.64,2026-01-13,70,200
CUST-01848,Kathleen Stephens,zperez@example.org,(697)866-2084x078,PLAN-BM,Basic Monthly,49.99,1,2025-07-23,True,GOLD,3739,4079,LOYAL,5,3,3,16,409.11,2026-01-29,54,242
CUST-01875,Joseph Chavez,woodsbeth@example.com,756-261-9667x601,PLAN-PPO,Pay-Per-Order,0.0,0,2025-12-18,True,GOLD,3685,3685,POTENTIAL,4,3,2,15,369.67,2026-01-27,56,238
CUST-01903,Anna Huang,mgarcia@example.net,(736)603-6808,PLAN-PPO,Pay-Per-Order,0.0,0,2025-11-11,True,GOLD,3790,3790,CHURNED,1,2,3,15,380.14,2026-01-01,82,153
CUST-01904,Christine Wall,kimberlypittman@example.org,(677)563-8319x18043,PLAN-CM,Corporate Monthly,149.99,3,2025-07-26,True,PLATINUM,5695,6546,CHAMPION,4,5,5,24,656.45,2026-01-25,58,233
CUST-01911,Alexander Blevins,robertnguyen@example.org,7493461730,PLAN-CM,Corporate Monthly,149.99,3,2025-07-22,True,PLATINUM,4743,5739,AT_RISK,2,5,5,21,575.46,2026-01-15,68,177
CUST-01920,Audrey Mckinney,scott23@example.com,4747170602,PLAN-BM,Basic Monthly,49.99,1,2025-08-09,True,GOLD,3343,4143,LOYAL,3,3,3,17,415.58,2026-01-19,64,217
CUST-01960,Stephanie Mitchell,mcdanielkristy@example.com,942.870.7254x452,PLAN-CM,Corporate Monthly,149.99,3,2025-10-03,True,PLATINUM,4802,5592,AT_RISK,2,5,5,23,560.99,2026-01-17,66,217
CUST-01963,Travis Monroe,tholt@example.net,(831)377-1862x6678,PLAN-PM,Premium Monthly,89.99,2,2025-12-28,True,GOLD,4052,4941,AT_RISK,2,4,5,19,495.52,2026-01-16,67,229
CUST-01972,Sara Wright,tanya75@example.org,240.774.9185,PLAN-PM,Premium Monthly,89.99,2,2025-10-27,True,GOLD,3469,4089,AT_RISK,2,3,3,16,410.13,2026-01-16,67,227
CUST-01973,Tracy Santiago,changemily@example.com,001-746-951-2069x061,PLAN-BM,Basic Monthly,49.99,1,2025-10-28,True,PLATINUM,3201,5121,AT_RISK,1,4,5,19,513.51,2025-12-18,96,192
CUST-01978,Kristina Hart,crystal98@example.com,(907)345-6256x7032,PLAN-BM,Basic Monthly,49.99,1,2025-06-03,True,GOLD,3802,4488,LOYAL,3,3,4,17,450.09,2026-01-19,64,230
CUST-01994,Michael Wright,bsingh@example.org,509-450-7151x996,PLAN-BM,Basic Monthly,49.99,1,2025-07-19,True,GOLD,3187,4886,LOYAL,3,4,5,19,490.06,2026-01-21,62,208
CUST-01282,Carmen Mendoza,brandy00@example.com,394.312.3254x6018,PLAN-CM,Corporate Monthly,149.99,3,2025-08-17,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-00934,Cory Lopez,psawyer@example.net,205-322-4114x20667,PLAN-CM,Corporate Monthly,149.99,3,2025-08-26,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-00547,Jennifer Mcdonald,marshalljamie@example.org,+1-911-992-0613x6385,PLAN-BM,Basic Monthly,49.99,1,2025-07-14,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-00197,Brett Mcmahon,kevin73@example.net,001-820-323-6848x557,PLAN-PPO,Pay-Per-Order,0.0,0,2025-07-12,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-00378,Tracy Garcia,upham@example.com,555-753-4705x742,PLAN-BM,Basic Monthly,49.99,1,2025-09-30,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-01873,Richard Wilson,ukeller@example.net,001-462-943-8409,PLAN-CM,Corporate Monthly,149.99,3,2025-10-18,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-00998,Benjamin Wilcox,donald44@example.com,305.977.7196,PLAN-PPO,Pay-Per-Order,0.0,0,2025-09-03,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-01011,Alexandra Lyons,sethsanders@example.com,322-489-8907x49935,PLAN-PPO,Pay-Per-Order,0.0,0,2025-09-19,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-01733,Rita Morton,zwright@example.com,001-624-227-6074x146,PLAN-BM,Basic Monthly,49.99,1,2025-06-29,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-01953,David Warren,lisacollins@example.net,001-969-766-0818,PLAN-CM,Corporate Monthly,149.99,3,2025-08-29,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-00216,Eric Hooper,susan83@example.com,001-965-221-5681x820,PLAN-PM,Premium Monthly,89.99,2,2025-06-11,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-00984,Taylor Lyons,mitchellmichael@example.com,001-497-325-1840x703,PLAN-PPO,Pay-Per-Order,0.0,0,2025-09-26,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-01488,Jennifer Olson,ian93@example.com,001-443-337-3278x396,PLAN-PM,Premium Monthly,89.99,2,2025-09-03,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-00847,Abigail Walters,elizabeth15@example.net,290.316.4928x15037,PLAN-PPO,Pay-Per-Order,0.0,0,2025-09-09,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-00869,Ronald Smith,luis41@example.net,803-898-2218x039,PLAN-BM,Basic Monthly,49.99,1,2025-06-03,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-00996,Roberta Mckinney,luisgolden@example.com,261-930-8730x8972,PLAN-CM,Corporate Monthly,149.99,3,2025-08-07,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-00465,Darryl Richardson,timothy23@example.net,+1-289-683-0650x3121,PLAN-BM,Basic Monthly,49.99,1,2025-06-20,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-00807,Kathryn Macias,wpage@example.com,(461)990-3842,PLAN-BM,Basic Monthly,49.99,1,2025-09-05,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-00929,Veronica Decker,kimberly48@example.com,622.788.3904x7331,PLAN-PPO,Pay-Per-Order,0.0,0,2025-08-13,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-00201,Logan Nguyen,garrettalex@example.com,642.540.8916,PLAN-BM,Basic Monthly,49.99,1,2025-11-02,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-01623,Nicole Yoder,pharris@example.org,001-389-723-4952x457,PLAN-BM,Basic Monthly,49.99,1,2025-07-24,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-01984,William Reyes,valerie71@example.org,(306)606-7377x8892,PLAN-BM,Basic Monthly,49.99,1,2025-07-01,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-00145,Joyce Graves,peter26@example.org,(296)576-2916,PLAN-PM,Premium Monthly,89.99,2,2025-08-01,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-00167,Cory Thomas,andersonlaura@example.com,+1-887-227-1783x3321,PLAN-PPO,Pay-Per-Order,0.0,0,2025-11-05,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-00427,Lawrence Mitchell,marcussmith@example.org,287-652-5680x65625,PLAN-PM,Premium Monthly,89.99,2,2025-09-06,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-00093,Angela Mcdonald,solomontim@example.org,(343)286-4908,PLAN-BM,Basic Monthly,49.99,1,2025-09-21,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-01839,Randy Nguyen,tylergreen@example.org,001-243-486-6684x707,PLAN-BM,Basic Monthly,49.99,1,2025-10-20,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-00101,Jason Chaney,jimmy80@example.org,(545)322-8015x619,PLAN-BM,Basic Monthly,49.99,1,2025-10-08,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-00232,Courtney Lee,jessicaroman@example.com,001-440-641-2091x179,PLAN-CM,Corporate Monthly,149.99,3,2025-07-10,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-01107,Dawn Pena,friedmanlinda@example.net,7405334801,PLAN-PM,Premium Monthly,89.99,2,2025-09-30,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-01648,Vanessa Rogers,obautista@example.net,(210)234-0573x6891,PLAN-PPO,Pay-Per-Order,0.0,0,2025-08-18,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-01869,Cheryl Harris,xandrews@example.org,334-975-6196,PLAN-PM,Premium Monthly,89.99,2,2025-10-16,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-00463,Jasmine Ramos,nathanwarner@example.net,001-562-863-3556x434,PLAN-PM,Premium Monthly,89.99,2,2025-06-05,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-01038,Matthew Jackson,glennwise@example.net,516.381.6360,PLAN-PM,Premium Monthly,89.99,2,2025-06-01,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-01928,Tony Gamble,john76@example.com,884.731.5567,PLAN-BM,Basic Monthly,49.99,1,2025-06-06,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-00056,Alexander Smith,kevin71@example.net,+1-946-827-3014x7195,PLAN-CM,Corporate Monthly,149.99,3,2025-09-28,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-01260,Clifford Rogers,stokesmaurice@example.org,+1-926-976-9889x798,PLAN-PM,Premium Monthly,89.99,2,2025-07-27,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-01424,Michelle Cole,robertwolf@example.net,+1-361-618-6801x0936,PLAN-CM,Corporate Monthly,149.99,3,2025-08-31,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-01351,Wyatt Stone,rcochran@example.com,(487)574-5263x488,PLAN-BM,Basic Monthly,49.99,1,2025-07-05,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-01705,Daniel Schmidt,ybennett@example.net,565-933-3477x4963,PLAN-PM,Premium Monthly,89.99,2,2025-09-15,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-01094,Gerald Snyder,jonathanlee@example.com,729-251-4520,PLAN-BM,Basic Monthly,49.99,1,2025-12-13,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-01145,Spencer Morris,caroldavis@example.net,737-500-6448x85487,PLAN-BM,Basic Monthly,49.99,1,2025-07-11,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-01502,Angel Kent,lydiasullivan@example.net,929.985.6849,PLAN-PM,Premium Monthly,89.99,2,2025-07-14,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-01547,Adriana Flores,jacob64@example.org,(273)602-2099x41753,PLAN-BM,Basic Monthly,49.99,1,2025-11-05,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-00241,Michael Gibson,cameronsharon@example.org,4303021563,PLAN-PM,Premium Monthly,89.99,2,2025-10-10,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-00910,Laura Johnson,rstewart@example.net,+1-670-384-7795,PLAN-BM,Basic Monthly,49.99,1,2025-07-19,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-01031,Larry Brown,kelly04@example.net,231-483-4369x531,PLAN-BM,Basic Monthly,49.99,1,2025-09-03,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-01693,Stephanie Brady,kwilson@example.com,001-735-466-8303x253,PLAN-CM,Corporate Monthly,149.99,3,2025-09-10,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-00205,Robin Parker,dmoore@example.net,001-448-210-0184x186,PLAN-BM,Basic Monthly,49.99,1,2025-11-10,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-00028,Lisa White,irodriguez@example.com,691.974.1011,PLAN-BM,Basic Monthly,49.99,1,2025-09-14,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-01102,Tom Henderson,gfowler@example.org,+1-964-758-3744x959,PLAN-PPO,Pay-Per-Order,0.0,0,2025-09-23,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-01228,Erin Long,gainesmelissa@example.org,887.388.5285,PLAN-PPO,Pay-Per-Order,0.0,0,2025-06-23,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-01670,Melissa Barry,nicholas35@example.net,869.290.2131x16694,PLAN-PPO,Pay-Per-Order,0.0,0,2025-09-27,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-01327,Eileen Pace,danielle81@example.org,957-234-6694x4733,PLAN-PPO,Pay-Per-Order,0.0,0,2025-09-15,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-01607,Alyssa Hodge,sarajoseph@example.net,+1-911-820-9966,PLAN-CM,Corporate Monthly,149.99,3,2025-06-30,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-01884,Sandra Flynn,davidsonshannon@example.com,509-342-3159x63781,PLAN-BM,Basic Monthly,49.99,1,2025-08-06,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-01959,John Miranda,mrandall@example.net,(590)787-8639x1418,PLAN-CM,Corporate Monthly,149.99,3,2025-07-21,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-01229,Patty Costa,pfoster@example.org,001-690-607-3794x999,PLAN-PM,Premium Monthly,89.99,2,2025-09-25,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-01076,Tonya Bowers,aprice@example.net,940.742.0767x5149,PLAN-PPO,Pay-Per-Order,0.0,0,2025-12-05,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-01396,Gabrielle Rivas,hsolis@example.com,+1-733-257-6680,PLAN-PPO,Pay-Per-Order,0.0,0,2025-08-15,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-01950,Andrea Shepard,shane55@example.com,786-732-8107x0560,PLAN-PM,Premium Monthly,89.99,2,2025-07-09,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-00942,Sharon Wolfe,vtapia@example.net,+1-835-543-4685,PLAN-PPO,Pay-Per-Order,0.0,0,2025-06-18,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-01613,Theresa Gray,millsdouglas@example.org,3543284251,PLAN-BM,Basic Monthly,49.99,1,2025-06-23,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-00842,Caroline Robertson,barcher@example.net,850-949-2217x04861,PLAN-PM,Premium Monthly,89.99,2,2025-07-14,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-00599,Matthew Miller,williamporter@example.net,629-268-8276x970,PLAN-BM,Basic Monthly,49.99,1,2025-10-06,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-01899,Lauren Rodgers,yatesjanet@example.net,001-439-765-7537x644,PLAN-PPO,Pay-Per-Order,0.0,0,2025-09-17,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-00961,Michele Boyle,elizabeth53@example.com,001-272-928-9206x415,PLAN-PM,Premium Monthly,89.99,2,2025-08-19,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-00923,Roy Mitchell,perezkathryn@example.com,+1-476-809-4837x7402,PLAN-PPO,Pay-Per-Order,0.0,0,2025-09-29,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-00511,Tammy Ramirez,whorton@example.com,+1-420-519-0432,PLAN-PPO,Pay-Per-Order,0.0,0,2025-06-19,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-00530,William Wilson,nrangel@example.net,365.395.2014,PLAN-CM,Corporate Monthly,149.99,3,2025-07-27,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-00096,Michael Melton,nturner@example.com,001-564-912-2031x030,PLAN-CM,Corporate Monthly,149.99,3,2025-07-07,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-00269,Donna Clayton,ewarner@example.org,318-993-8984x6908,PLAN-BM,Basic Monthly,49.99,1,2025-06-05,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
CUST-00881,Amy Lyons,zsmith@example.com,662-948-6070,PLAN-PPO,Pay-Per-Order,0.0,0,2025-06-27,False,BRONZE,0,0,NEW_CUSTOMER,1,1,1,0,0.0,,,
